Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Pakistan,Potatoes,1994,133171,494,6183,22.93
Pakistan,Potatoes,1995,139418,494,7681,24.58
Pakistan,Potatoes,1995,139418,494,7681,22.61
Pakistan,Potatoes,1995,139418,494,7681,27.11
Pakistan,Potatoes,1995,139418,494,7681,22.61
Pakistan,Potatoes,1995,139418,494,7681,26.63
Pakistan,Potatoes,1995,139418,494,7681,24.58
Pakistan,Potatoes,1995,139418,494,7681,26.09
Pakistan,Potatoes,1995,139418,494,7681,18.68
Pakistan,Potatoes,1995,139418,494,7681,22.61
Pakistan,Potatoes,1996,134795,494,11955,24.43
Pakistan,Potatoes,1996,134795,494,11955,22.61
Pakistan,Potatoes,1996,134795,494,11955,27.17
Pakistan,Potatoes,1996,134795,494,11955,22.61
Pakistan,Potatoes,1996,134795,494,11955,26.5
Pakistan,Potatoes,1996,134795,494,11955,24.43
Pakistan,Potatoes,1996,134795,494,11955,25.92
Pakistan,Potatoes,1996,134795,494,11955,18.72
Pakistan,Potatoes,1996,134795,494,11955,22.61
Pakistan,Potatoes,1997,112295,494,16936,23.76
Pakistan,Potatoes,1997,112295,494,16936,22.14
Pakistan,Potatoes,1997,112295,494,16936,26.82
Pakistan,Potatoes,1997,112295,494,16936,22.14
Pakistan,Potatoes,1997,112295,494,16936,26.29
Pakistan,Potatoes,1997,112295,494,16936,23.76
Pakistan,Potatoes,1997,112295,494,16936,25.16
Pakistan,Potatoes,1997,112295,494,16936,18.62
Pakistan,Potatoes,1997,112295,494,16936,22.14
Pakistan,Potatoes,1998,136186,494,18406,24.91
Pakistan,Potatoes,1998,136186,494,18406,23.11
Pakistan,Potatoes,1998,136186,494,18406,27.89
Pakistan,Potatoes,1998,136186,494,18406,23.11
Pakistan,Potatoes,1998,136186,494,18406,27.36
Pakistan,Potatoes,1998,136186,494,18406,24.91
Pakistan,Potatoes,1998,136186,494,18406,26.41
Pakistan,Potatoes,1998,136186,494,18406,19.15
Pakistan,Potatoes,1998,136186,494,18406,23.11
Pakistan,Potatoes,1999,165413,494,20450,25.5
Pakistan,Potatoes,1999,165413,494,20450,23.8
Pakistan,Potatoes,1999,165413,494,20450,27.54
Pakistan,Potatoes,1999,165413,494,20450,23.8
Pakistan,Potatoes,1999,165413,494,20450,27.14
Pakistan,Potatoes,1999,165413,494,20450,25.5
Pakistan,Potatoes,1999,165413,494,20450,26.8
Pakistan,Potatoes,1999,165413,494,20450,19.84
Pakistan,Potatoes,1999,165413,494,20450,23.8
Pakistan,Potatoes,2000,169078,494,27885,25.32
Pakistan,Potatoes,2000,169078,494,27885,23.6
Pakistan,Potatoes,2000,169078,494,27885,27.73
Pakistan,Potatoes,2000,169078,494,27885,23.6
Pakistan,Potatoes,2000,169078,494,27885,27.12
Pakistan,Potatoes,2000,169078,494,27885,25.32
Pakistan,Potatoes,2000,169078,494,27885,26.71
Pakistan,Potatoes,2000,169078,494,27885,19.68
Pakistan,Potatoes,2000,169078,494,27885,23.6
Pakistan,Potatoes,2001,164180,494,11871,25.18
Pakistan,Potatoes,2001,164180,494,11871,23.62
Pakistan,Potatoes,2001,164180,494,11871,27.7
Pakistan,Potatoes,2001,164180,494,11871,23.62
Pakistan,Potatoes,2001,164180,494,11871,27.28
Pakistan,Potatoes,2001,164180,494,11871,25.18
Pakistan,Potatoes,2001,164180,494,11871,26.5
Pakistan,Potatoes,2001,164180,494,11871,19.79
Pakistan,Potatoes,2001,164180,494,11871,23.62
Pakistan,Potatoes,2002,164486,494,10881.83,25.61
Pakistan,Potatoes,2002,164486,494,10881.83,23.83
Pakistan,Potatoes,2002,164486,494,10881.83,27.88
Pakistan,Potatoes,2002,164486,494,10881.83,23.83
Pakistan,Potatoes,2002,164486,494,10881.83,27.2
Pakistan,Potatoes,2002,164486,494,10881.83,25.61
Pakistan,Potatoes,2002,164486,494,10881.83,27
Pakistan,Potatoes,2002,164486,494,10881.83,19.7
Pakistan,Potatoes,2002,164486,494,10881.83,23.83
Pakistan,Potatoes,2004,176673,494,8903.48,25.55
Pakistan,Potatoes,2004,176673,494,8903.48,23.78
Pakistan,Potatoes,2004,176673,494,8903.48,27.94
Pakistan,Potatoes,2004,176673,494,8903.48,23.78
Pakistan,Potatoes,2004,176673,494,8903.48,27.5
Pakistan,Potatoes,2004,176673,494,8903.48,25.55
Pakistan,Potatoes,2004,176673,494,8903.48,26.96
Pakistan,Potatoes,2004,176673,494,8903.48,19.93
Pakistan,Potatoes,2004,176673,494,8903.48,23.78
Pakistan,Potatoes,2005,180795,494,7914.31,24.66
Pakistan,Potatoes,2005,180795,494,7914.31,22.8
Pakistan,Potatoes,2005,180795,494,7914.31,27.21
Pakistan,Potatoes,2005,180795,494,7914.31,22.8
Pakistan,Potatoes,2005,180795,494,7914.31,26.8
Pakistan,Potatoes,2005,180795,494,7914.31,24.66
Pakistan,Potatoes,2005,180795,494,7914.31,26.04
Pakistan,Potatoes,2005,180795,494,7914.31,18.75
Pakistan,Potatoes,2005,180795,494,7914.31,22.8
Pakistan,Potatoes,2006,133447,494,6925.13,25.17
Pakistan,Potatoes,2006,133447,494,6925.13,23.28
Pakistan,Potatoes,2006,133447,494,6925.13,27.29
Pakistan,Potatoes,2006,133447,494,6925.13,23.28
Pakistan,Potatoes,2006,133447,494,6925.13,26.73
Pakistan,Potatoes,2006,133447,494,6925.13,25.17
Pakistan,Potatoes,2006,133447,494,6925.13,26.46
Pakistan,Potatoes,2006,133447,494,6925.13,19.53
Pakistan,Potatoes,2006,133447,494,6925.13,23.28
Pakistan,Potatoes,2007,193516,494,5935.96,25.16
Pakistan,Potatoes,2007,193516,494,5935.96,23.33
Pakistan,Potatoes,2007,193516,494,5935.96,27.69
Pakistan,Potatoes,2007,193516,494,5935.96,23.33
Pakistan,Potatoes,2007,193516,494,5935.96,27.21
Pakistan,Potatoes,2007,193516,494,5935.96,25.16
Pakistan,Potatoes,2007,193516,494,5935.96,26.53
Pakistan,Potatoes,2007,193516,494,5935.96,19.5
Pakistan,Potatoes,2007,193516,494,5935.96,23.33
Pakistan,Potatoes,2008,164550,494,4946.79,24.89
Pakistan,Potatoes,2008,164550,494,4946.79,23.21
Pakistan,Potatoes,2008,164550,494,4946.79,27.23
Pakistan,Potatoes,2008,164550,494,4946.79,23.21
Pakistan,Potatoes,2008,164550,494,4946.79,26.74
Pakistan,Potatoes,2008,164550,494,4946.79,24.89
Pakistan,Potatoes,2008,164550,494,4946.79,26.33
Pakistan,Potatoes,2008,164550,494,4946.79,19.34
Pakistan,Potatoes,2008,164550,494,4946.79,23.21
Pakistan,Potatoes,2009,202848,494,3957.61,25.37
Pakistan,Potatoes,2009,202848,494,3957.61,23.62
Pakistan,Potatoes,2009,202848,494,3957.61,27.88
Pakistan,Potatoes,2009,202848,494,3957.61,23.62
Pakistan,Potatoes,2009,202848,494,3957.61,27.41
Pakistan,Potatoes,2009,202848,494,3957.61,25.37
Pakistan,Potatoes,2009,202848,494,3957.61,26.68
Pakistan,Potatoes,2009,202848,494,3957.61,19.3
Pakistan,Potatoes,2009,202848,494,3957.61,23.62
Pakistan,Potatoes,2010,226823,494,2968.44,25.48
Pakistan,Potatoes,2010,226823,494,2968.44,23.75
Pakistan,Potatoes,2010,226823,494,2968.44,28
Pakistan,Potatoes,2010,226823,494,2968.44,23.75
Pakistan,Potatoes,2010,226823,494,2968.44,27.45
Pakistan,Potatoes,2010,226823,494,2968.44,25.48
Pakistan,Potatoes,2010,226823,494,2968.44,26.79
Pakistan,Potatoes,2010,226823,494,2968.44,19.52
Pakistan,Potatoes,2010,226823,494,2968.44,23.75
Pakistan,Potatoes,2011,219196,494,1979.27,24.98
Pakistan,Potatoes,2011,219196,494,1979.27,23.36
Pakistan,Potatoes,2011,219196,494,1979.27,27.41
Pakistan,Potatoes,2011,219196,494,1979.27,23.36
Pakistan,Potatoes,2011,219196,494,1979.27,27.02
Pakistan,Potatoes,2011,219196,494,1979.27,24.98
Pakistan,Potatoes,2011,219196,494,1979.27,26.32
Pakistan,Potatoes,2011,219196,494,1979.27,19.53
Pakistan,Potatoes,2011,219196,494,1979.27,23.36
Pakistan,Potatoes,2012,183405,494,990.09,24.87
Pakistan,Potatoes,2012,183405,494,990.09,23.1
Pakistan,Potatoes,2012,183405,494,990.09,27.23
Pakistan,Potatoes,2012,183405,494,990.09,23.1
Pakistan,Potatoes,2012,183405,494,990.09,26.75
Pakistan,Potatoes,2012,183405,494,990.09,24.87
Pakistan,Potatoes,2012,183405,494,990.09,26.11
Pakistan,Potatoes,2012,183405,494,990.09,18.74
Pakistan,Potatoes,2012,183405,494,990.09,23.1
Pakistan,Potatoes,2013,218059,494,0.92,25.95
Pakistan,Potatoes,2013,218059,494,0.92,24.27
Pakistan,Potatoes,2013,218059,494,0.92,27.9
Pakistan,Potatoes,2013,218059,494,0.92,24.27
Pakistan,Potatoes,2013,218059,494,0.92,27.21
Pakistan,Potatoes,2013,218059,494,0.92,25.95
Pakistan,Potatoes,2013,218059,494,0.92,27.38
Pakistan,Potatoes,2013,218059,494,0.92,19.98
Pakistan,Potatoes,2013,218059,494,0.92,24.27
Papua New Guinea,Potatoes,1990,45000,3142,121,25.27
Papua New Guinea,Potatoes,1991,44331,3142,121,25.04
Papua New Guinea,Potatoes,1992,45333,3142,121,25.3
Papua New Guinea,Potatoes,1993,47059,3142,172,25.02
Papua New Guinea,Potatoes,1994,43750,3142,176,25.07
Papua New Guinea,Potatoes,1995,47059,3142,105,25.44
Papua New Guinea,Potatoes,1996,42500,3142,105,25.41
Papua New Guinea,Potatoes,1997,35000,3142,105,24.86
Papua New Guinea,Potatoes,1998,41667,3142,105,26.05
Papua New Guinea,Potatoes,1999,42857,3142,105,25.38
Papua New Guinea,Potatoes,2000,46667,3142,105,25.4
Papua New Guinea,Potatoes,2001,45364,3142,105,25.43
Papua New Guinea,Potatoes,2002,45134,3142,105,25.48
Papua New Guinea,Potatoes,2004,45189,3142,105,25.23
Papua New Guinea,Potatoes,2005,45000,3142,105,25.51
Papua New Guinea,Potatoes,2006,46014,3142,105,25.04
Papua New Guinea,Potatoes,2007,45000,3142,105,25.2
Papua New Guinea,Potatoes,2008,44545,3142,105,25.17
Papua New Guinea,Potatoes,2009,47512,3142,105,25.08
Papua New Guinea,Potatoes,2010,48585,3142,105,25.74
Papua New Guinea,Potatoes,2011,50272,3142,105,25.17
Papua New Guinea,Potatoes,2012,52632,3142,105,25.14
Papua New Guinea,Potatoes,2013,61538,3142,105,25.44
Peru,Potatoes,1990,78805,1738,3134,16.84
Peru,Potatoes,1991,79465,1738,3134,17.15
Peru,Potatoes,1992,74276,1738,3134,17.96
Peru,Potatoes,1993,83920,1738,3134,17.56
Peru,Potatoes,1994,93738,1738,3134,17.31
Peru,Potatoes,1995,97817,1738,3134,17.26
Peru,Potatoes,1996,100629,1738,3755,16.45
Peru,Potatoes,1997,96703,1738,4307,18.62
Peru,Potatoes,1998,97887,1738,4374,18.13
Peru,Potatoes,1999,112513,1738,4029,16.65
Peru,Potatoes,2000,115040,1738,5175,17.02
Peru,Potatoes,2001,114862,1738,8414.17,16.95
Peru,Potatoes,2002,121751,1738,8322.88,17.44
Peru,Potatoes,2004,121901,1738,8941.22,17.29
Peru,Potatoes,2005,124584,1738,10227.74,17.02
Peru,Potatoes,2006,124533,1738,12074.5,17.61
Peru,Potatoes,2007,126342,1738,9011.14,16.68
Peru,Potatoes,2008,129138,1738,12598.66,17.34
Peru,Potatoes,2009,133353,1738,11531.33,17.4
Peru,Potatoes,2010,131588,1738,15590.54,16.97
Peru,Potatoes,2011,137379,1738,15436.91,17.03
Peru,Potatoes,2012,143316,1738,18885.82,17.68
Peru,Potatoes,2013,144125,1738,17942.97,17
Poland,Potatoes,1990,197853,600,5422,9.2
Poland,Potatoes,1991,167589,600,5422,7.9
Poland,Potatoes,1992,133086,600,7363,8.65
Poland,Potatoes,1993,206004,600,8825,7.67
Poland,Potatoes,1994,135853,600,9330,8.78
Poland,Potatoes,1995,163505,600,7136,8.16
Poland,Potatoes,1996,202826,600,9824,6.71
Poland,Potatoes,1997,159025,600,9501,7.81
Poland,Potatoes,1998,200375,600,8699,8.17
Poland,Potatoes,1999,157170,600,8466,8.96
Poland,Potatoes,2000,193762,600,8848,9.56
Poland,Potatoes,2001,162270,600,8855,8.26
Poland,Potatoes,2002,193220,600,10358,9.14
Poland,Potatoes,2004,196266,600,8726,8.33
Poland,Potatoes,2005,176293,600,16039,8.43
Poland,Potatoes,2006,150394,600,17101,8.64
Poland,Potatoes,2007,207006,600,18721,9.32
Poland,Potatoes,2008,190607,600,20611.02,9.51
Poland,Potatoes,2009,191018,600,18493.03,8.5
Poland,Potatoes,2010,210838,600,19449.02,7.67
Poland,Potatoes,2011,230338,600,21779.27,8.84
Poland,Potatoes,2012,243751,600,21885.99,8.48
Poland,Potatoes,2013,210624,600,22204.46,9.32
Portugal,Potatoes,1990,111599,854,9357,16.55
Portugal,Potatoes,1991,126513,854,9357,16.09
Portugal,Potatoes,1992,143260,854,6117,15.95
Portugal,Potatoes,1993,139420,854,8985,15.33
Portugal,Potatoes,1994,144950,854,9580,16.12
Portugal,Potatoes,1995,148462,854,11815,17.23
Portugal,Potatoes,1996,145807,854,12457,16.12
Portugal,Potatoes,1997,123949,854,12750,17.1
Portugal,Potatoes,1998,137551,854,14389,16.4
Portugal,Potatoes,1999,156482,854,15411,16.09
Portugal,Potatoes,2000,138196,854,15470,16.23
Portugal,Potatoes,2001,149725,854,15503,16.2
Portugal,Potatoes,2002,161642,854,17452,16.19
Portugal,Potatoes,2004,169935,854,16942,16.31
Portugal,Potatoes,2005,147282,854,16353,16.43
Portugal,Potatoes,2006,161059,854,15702,16.84
Portugal,Potatoes,2007,167685,854,16682.39,16.11
Portugal,Potatoes,2008,157519,854,17080.26,16.12
Portugal,Potatoes,2009,164431,854,13984.91,16.84
Portugal,Potatoes,2010,150341,854,13774.18,16.5
Portugal,Potatoes,2011,147088,854,14024.98,16.91
Portugal,Potatoes,2012,177890,854,12444.24,16.24
Portugal,Potatoes,2013,182243,854,10126.8,16.77
Qatar,Potatoes,1990,96667,74,3,27.38
Qatar,Potatoes,1991,100909,74,3,26.77
Qatar,Potatoes,1992,97727,74,3,26.22
Qatar,Potatoes,1993,100000,74,3,27.1
Qatar,Potatoes,1994,98182,74,3,27.59
Qatar,Potatoes,1995,91667,74,4,27.16
Qatar,Potatoes,1996,104000,74,6,27.66
Qatar,Potatoes,1997,101429,74,21.5,27.23
Qatar,Potatoes,1998,103333,74,37,28.48
Qatar,Potatoes,1999,93333,74,52.5,28.62
Qatar,Potatoes,2000,86667,74,68,28.06
Qatar,Potatoes,2001,80000,74,68,28.36
Qatar,Potatoes,2002,75000,74,68,28.25
Qatar,Potatoes,2004,80000,74,68,28.2
Qatar,Potatoes,2005,95169,74,68,28.09
Qatar,Potatoes,2006,103333,74,68,28.12
Qatar,Potatoes,2007,100000,74,68,28.23
Qatar,Potatoes,2008,100000,74,68,27.92
Qatar,Potatoes,2009,110000,74,68,28.17
Qatar,Potatoes,2010,92000,74,68,28.93
Qatar,Potatoes,2011,180000,74,68,28.23
Qatar,Potatoes,2012,120000,74,68,28.54
Qatar,Potatoes,2013,109298,74,68,28.68
Romania,Potatoes,1990,109996,637,25255,12.26
Romania,Potatoes,1991,79732,637,19898,10.55
Romania,Potatoes,1992,118962,637,15134,11.55
Romania,Potatoes,1993,148950,637,24252,10.78
Romania,Potatoes,1994,118525,637,21811,12.7
Romania,Potatoes,1995,123608,637,20113,11.21
Romania,Potatoes,1996,139763,637,17425,10.71
Romania,Potatoes,1997,126636,637,15349,10.46
Romania,Potatoes,1998,128302,637,13979,11.37
Romania,Potatoes,1999,144957,637,11280,12.34
Romania,Potatoes,2000,123276,637,9427.4,12.44
Romania,Potatoes,2001,144769,637,7871.1,11.9
Romania,Potatoes,2002,144401,637,7875.7,12.24
Romania,Potatoes,2004,166540,637,6778.2,11.63
Romania,Potatoes,2005,131035,637,7565.7,11.25
Romania,Potatoes,2006,141860,637,6733.2,11.63
Romania,Potatoes,2007,136211,637,6314,12.99
Romania,Potatoes,2008,140485,637,7193.7,12.5
Romania,Potatoes,2009,153812,637,6548.7,12.47
Romania,Potatoes,2010,132960,637,7249.2,11.94
Romania,Potatoes,2011,164154,637,6582.9,11.26
Romania,Potatoes,2012,107623,637,6418.7,12.33
Romania,Potatoes,2013,158462,637,6947.9,13.94
Rwanda,Potatoes,1990,67453,1212,157,19.39
Rwanda,Potatoes,1991,68462,1212,107,19.22
Rwanda,Potatoes,1992,66731,1212,97,19.54
Rwanda,Potatoes,1993,68053,1212,127.4,19.53
Rwanda,Potatoes,1994,67588,1212,157.8,19.55
Rwanda,Potatoes,1995,68850,1212,188.2,19.81
Rwanda,Potatoes,1996,55823,1212,218.6,19.31
Rwanda,Potatoes,1997,54673,1212,249,19.78
Rwanda,Potatoes,1998,64088,1212,157,19.79
Rwanda,Potatoes,1999,59083,1212,152,19.35
Rwanda,Potatoes,2000,87830,1212,147,19.59
Rwanda,Potatoes,2001,86222,1212,72,19.5
Rwanda,Potatoes,2002,83133,1212,106.34,19.77
Rwanda,Potatoes,2004,80407,1212,159.54,19.93
Rwanda,Potatoes,2005,96891,1212,222.92,20.29
Rwanda,Potatoes,2006,91740,1212,288.72,20.02
Rwanda,Potatoes,2007,77618,1212,398.11,19.6
Rwanda,Potatoes,2008,91329,1212,321.75,19.56
Rwanda,Potatoes,2009,102216,1212,1187.6,19.84
Rwanda,Potatoes,2010,118679,1212,953.85,20.12
Rwanda,Potatoes,2011,128118,1212,181.6,19.59
Rwanda,Potatoes,2012,141869,1212,925.52,19.79
Rwanda,Potatoes,2013,136056,1212,1841.5,19.93
Saudi Arabia,Potatoes,1990,198311,59,994,25.86
Saudi Arabia,Potatoes,1990,198311,59,994,25.7
Saudi Arabia,Potatoes,1991,175355,59,994,25.94
Saudi Arabia,Potatoes,1991,175355,59,994,25.43
Saudi Arabia,Potatoes,1992,160109,59,994,24.74
Saudi Arabia,Potatoes,1992,160109,59,994,24.37
Saudi Arabia,Potatoes,1993,182880,59,994,25.9
Saudi Arabia,Potatoes,1993,182880,59,994,25.42
Saudi Arabia,Potatoes,1994,189468,59,994,26.26
Saudi Arabia,Potatoes,1994,189468,59,994,26.08
Saudi Arabia,Potatoes,1995,196769,59,994,26.33
Saudi Arabia,Potatoes,1995,196769,59,994,25.64
Saudi Arabia,Potatoes,1996,196701,59,994,26.37
Saudi Arabia,Potatoes,1996,196701,59,994,26.28
Saudi Arabia,Potatoes,1997,173596,59,2513,25.88
Saudi Arabia,Potatoes,1997,173596,59,2513,25.49
Saudi Arabia,Potatoes,1998,180428,59,2683.37,26.48
Saudi Arabia,Potatoes,1998,180428,59,2683.37,26.73
Saudi Arabia,Potatoes,1999,250876,59,2853.74,26.75
Saudi Arabia,Potatoes,1999,250876,59,2853.74,26.92
Saudi Arabia,Potatoes,2000,262035,59,3024.11,26.62
Saudi Arabia,Potatoes,2000,262035,59,3024.11,26.55
Saudi Arabia,Potatoes,2001,240917,59,3194.48,26.6
Saudi Arabia,Potatoes,2001,240917,59,3194.48,26.67
Saudi Arabia,Potatoes,2002,228648,59,3364.86,26.63
Saudi Arabia,Potatoes,2002,228648,59,3364.86,26.44
Saudi Arabia,Potatoes,2004,260589,59,3705.6,26.53
Saudi Arabia,Potatoes,2004,260589,59,3705.6,26.2
Saudi Arabia,Potatoes,2005,243565,59,3875.97,26.47
Saudi Arabia,Potatoes,2005,243565,59,3875.97,26.27
Saudi Arabia,Potatoes,2006,242031,59,4046.34,26.42
Saudi Arabia,Potatoes,2006,242031,59,4046.34,26.24
Saudi Arabia,Potatoes,2007,235025,59,4216.71,26.58
Saudi Arabia,Potatoes,2007,235025,59,4216.71,26.49
Saudi Arabia,Potatoes,2008,249332,59,4372.61,26.64
Saudi Arabia,Potatoes,2008,249332,59,4372.61,26.21
Saudi Arabia,Potatoes,2009,251423,59,4528.51,26.9
Saudi Arabia,Potatoes,2009,251423,59,4528.51,26.71
Saudi Arabia,Potatoes,2010,260575,59,4684.4,27.3
Saudi Arabia,Potatoes,2010,260575,59,4684.4,27.37
Saudi Arabia,Potatoes,2011,248330,59,4840.3,26.57
Saudi Arabia,Potatoes,2011,248330,59,4840.3,26.4
Saudi Arabia,Potatoes,2012,253233,59,4996.2,27.02
Saudi Arabia,Potatoes,2012,253233,59,4996.2,26.83
Saudi Arabia,Potatoes,2013,256547,59,5412.5,27.57
Saudi Arabia,Potatoes,2013,256547,59,5412.5,27.78
Senegal,Potatoes,1990,145518,686,384,25.13
Senegal,Potatoes,1991,168760,686,384,25
Senegal,Potatoes,1992,165247,686,384,25.09
Senegal,Potatoes,1993,159492,686,357.55,24.99
Senegal,Potatoes,1994,154545,686,547.3,24.94
Senegal,Potatoes,1995,213833,686,435.31,25.33
Senegal,Potatoes,1996,200000,686,411.33,25.49
Senegal,Potatoes,1997,187500,686,437.23,25.87
Senegal,Potatoes,1998,162731,686,450.71,26.03
Senegal,Potatoes,1999,157460,686,470.87,24.93
Senegal,Potatoes,2000,111628,686,491.03,25.26
Senegal,Potatoes,2001,157460,686,282.02,25.79
Senegal,Potatoes,2002,258305,686,328,25.4
Senegal,Potatoes,2004,149835,686,419.97,25.38
Senegal,Potatoes,2005,136536,686,465.95,25.78
Senegal,Potatoes,2006,200382,686,511.93,25.32
Senegal,Potatoes,2007,200000,686,557.92,25.34
Senegal,Potatoes,2008,113000,686,603.9,25.5
Senegal,Potatoes,2009,200000,686,649.88,25.01
Senegal,Potatoes,2010,200000,686,695.86,26.1
Senegal,Potatoes,2011,215517,686,741.85,25.41
Senegal,Potatoes,2012,267857,686,787.83,25.47
Senegal,Potatoes,2013,225885,686,722.53,24.7
Slovenia,Potatoes,1992,121000,1162,1309,10.78
Slovenia,Potatoes,1993,125740,1162,1112,10.19
Slovenia,Potatoes,1994,172680,1162,944,11.33
Slovenia,Potatoes,1995,189910,1162,987,10.14
Slovenia,Potatoes,1996,193000,1162,953,9.24
Slovenia,Potatoes,1997,204781,1162,1245,10.18
Slovenia,Potatoes,1998,212682,1162,1091,10.42
Slovenia,Potatoes,1999,197257,1162,1133,10.51
Slovenia,Potatoes,2000,207950,1162,1468,11.45
Slovenia,Potatoes,2001,190468,1162,1387,10.74
Slovenia,Potatoes,2002,233322,1162,1164.1,11.18
Slovenia,Potatoes,2004,250951,1162,1557.98,10.06
Slovenia,Potatoes,2005,229486,1162,1383.88,9.62
Slovenia,Potatoes,2006,181312,1162,1280.98,10.56
Slovenia,Potatoes,2007,228469,1162,1155.23,11.31
Slovenia,Potatoes,2008,226607,1162,1218.15,11.09
Slovenia,Potatoes,2009,247725,1162,1162.87,11.06
Slovenia,Potatoes,2010,245353,1162,1134.37,10
Slovenia,Potatoes,2011,264228,1162,1121.91,11.02
Slovenia,Potatoes,2012,234061,1162,1016.08,11.12
Slovenia,Potatoes,2013,187950,1162,917.49,11.58
South Africa,Potatoes,1990,200263,495,16582,20.56
South Africa,Potatoes,1990,200263,495,16582,15.56
South Africa,Potatoes,1990,200263,495,16582,18.91
South Africa,Potatoes,1990,200263,495,16582,15.56
South Africa,Potatoes,1991,200188,495,16582,21.06
South Africa,Potatoes,1991,200188,495,16582,15.56
South Africa,Potatoes,1991,200188,495,16582,18.86
South Africa,Potatoes,1991,200188,495,16582,15.56
South Africa,Potatoes,1992,178455,495,16582,21.53
South Africa,Potatoes,1992,178455,495,16582,16.48
South Africa,Potatoes,1992,178455,495,16582,19.95
South Africa,Potatoes,1992,178455,495,16582,16.48
South Africa,Potatoes,1993,228678,495,16582,21.32
South Africa,Potatoes,1993,228678,495,16582,16.01
South Africa,Potatoes,1993,228678,495,16582,19.32
South Africa,Potatoes,1993,228678,495,16582,16.01
South Africa,Potatoes,1994,232625,495,16582,20.65
South Africa,Potatoes,1994,232625,495,16582,15.1
South Africa,Potatoes,1994,232625,495,16582,18.48
South Africa,Potatoes,1994,232625,495,16582,15.1
South Africa,Potatoes,1995,257634,495,18025,20.73
South Africa,Potatoes,1995,257634,495,18025,15.77
South Africa,Potatoes,1995,257634,495,18025,19.23
South Africa,Potatoes,1995,257634,495,18025,15.77
South Africa,Potatoes,1996,261054,495,19508,20.49
South Africa,Potatoes,1996,261054,495,19508,15.23
South Africa,Potatoes,1996,261054,495,19508,18.49
South Africa,Potatoes,1996,261054,495,19508,15.23
South Africa,Potatoes,1997,282462,495,21596,20.57
South Africa,Potatoes,1997,282462,495,21596,15.38
South Africa,Potatoes,1997,282462,495,21596,18.64
South Africa,Potatoes,1997,282462,495,21596,15.38
South Africa,Potatoes,1998,307667,495,24304,21.22
South Africa,Potatoes,1998,307667,495,24304,16.11
South Africa,Potatoes,1998,307667,495,24304,19.42
South Africa,Potatoes,1998,307667,495,24304,16.11
South Africa,Potatoes,1999,315545,495,26098.8,21.64
South Africa,Potatoes,1999,315545,495,26098.8,16.09
South Africa,Potatoes,1999,315545,495,26098.8,19.27
South Africa,Potatoes,1999,315545,495,26098.8,16.09
South Africa,Potatoes,2000,316536,495,26857,20.74
South Africa,Potatoes,2000,316536,495,26857,15.13
South Africa,Potatoes,2000,316536,495,26857,18.26
South Africa,Potatoes,2000,316536,495,26857,15.13
South Africa,Potatoes,2001,311961,495,26857,21.25
South Africa,Potatoes,2001,311961,495,26857,15.68
South Africa,Potatoes,2001,311961,495,26857,18.92
South Africa,Potatoes,2001,311961,495,26857,15.68
South Africa,Potatoes,2002,324147,495,26857,21.07
South Africa,Potatoes,2002,324147,495,26857,15.88
South Africa,Potatoes,2002,324147,495,26857,19.28
South Africa,Potatoes,2002,324147,495,26857,15.88
South Africa,Potatoes,2004,346081,495,26857,21.11
South Africa,Potatoes,2004,346081,495,26857,15.49
South Africa,Potatoes,2004,346081,495,26857,18.75
South Africa,Potatoes,2004,346081,495,26857,15.49
South Africa,Potatoes,2005,333534,495,26857,21.14
South Africa,Potatoes,2005,333534,495,26857,16.29
South Africa,Potatoes,2005,333534,495,26857,19.74
South Africa,Potatoes,2005,333534,495,26857,16.29
South Africa,Potatoes,2006,331650,495,26857,20.86
South Africa,Potatoes,2006,331650,495,26857,15.26
South Africa,Potatoes,2006,331650,495,26857,18.42
South Africa,Potatoes,2006,331650,495,26857,15.26
South Africa,Potatoes,2007,330590,495,26857,21.07
South Africa,Potatoes,2007,330590,495,26857,15.9
South Africa,Potatoes,2007,330590,495,26857,18.98
South Africa,Potatoes,2007,330590,495,26857,15.9
South Africa,Potatoes,2008,340000,495,26857,20.89
South Africa,Potatoes,2008,340000,495,26857,15.75
South Africa,Potatoes,2008,340000,495,26857,18.91
South Africa,Potatoes,2008,340000,495,26857,15.75
South Africa,Potatoes,2009,339378,495,26857,20.71
South Africa,Potatoes,2009,339378,495,26857,15.44
South Africa,Potatoes,2009,339378,495,26857,18.67
South Africa,Potatoes,2009,339378,495,26857,15.44
South Africa,Potatoes,2010,342609,495,26857,21.54
South Africa,Potatoes,2010,342609,495,26857,16.11
South Africa,Potatoes,2010,342609,495,26857,19.31
South Africa,Potatoes,2010,342609,495,26857,16.11
South Africa,Potatoes,2011,349826,495,26857,20.72
South Africa,Potatoes,2011,349826,495,26857,15.49
South Africa,Potatoes,2011,349826,495,26857,18.75
South Africa,Potatoes,2011,349826,495,26857,15.49
South Africa,Potatoes,2012,351066,495,26857,21.24
South Africa,Potatoes,2012,351066,495,26857,15.89
South Africa,Potatoes,2012,351066,495,26857,19.14
South Africa,Potatoes,2012,351066,495,26857,15.89
South Africa,Potatoes,2013,353546,495,26857,21.31
South Africa,Potatoes,2013,353546,495,26857,14.98
South Africa,Potatoes,2013,353546,495,26857,18
